what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386533617050
error,log,,,"Error in JSDT Core during AST creation",1386533617054
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386533617560
error,log,,,"Error in JSDT Core during AST creation",1386533617564
error,log,,,"Unexpected runtime error while computing a text hover",1386533617577
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1386533623422
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1386533639892
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386533643182
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386533889257
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1386533891402
closed,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1386533891402
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1386533892486
closed,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1386533892486
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386533893685
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386534563609
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386534566397
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386534891354
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386534893369
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386535575779
opened,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1386535579943
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1386535580025
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535580451
error,log,,,"Error in JSDT Core during AST creation",1386535580459
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535629023
error,log,,,"Error in JSDT Core during AST creation",1386535629027
error,log,,,"Unexpected runtime error while computing a text hover",1386535629040
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535629175
error,log,,,"Error in JSDT Core during AST creation",1386535629179
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535630883
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535631169
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535631625
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535631902
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535632129
error,log,,,"Unhandled event loop exception",1386535632436
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535636255
error,log,,,"Error in JSDT Core during AST creation",1386535636264
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535636709
error,log,,,"Error in JSDT Core during AST creation",1386535636720
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535636721
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535636958
error,log,,,"Error in JSDT Core during AST creation",1386535636963
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535636964
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535637231
error,log,,,"Error in JSDT Core during AST creation",1386535637235
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535637236
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535637468
error,log,,,"Error in JSDT Core during AST creation",1386535637473
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535637474
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535637713
error,log,,,"Error in JSDT Core during AST creation",1386535637717
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535637718
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535638313
error,log,,,"Error in JSDT Core during AST creation",1386535638317
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535638318
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535638917
error,log,,,"Error in JSDT Core during AST creation",1386535638966
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535638968
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535639428
error,log,,,"Error in JSDT Core during AST creation",1386535639432
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535639433
error,log,,,"Unhandled event loop exception",1386535639827
error,log,,,"Unhandled event loop exception",1386535639843
error,log,,,"Unhandled event loop exception",1386535639858
error,log,,,"Unhandled event loop exception",1386535639873
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535643092
error,log,,,"Error in JSDT Core during AST creation",1386535643101
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535643310
error,log,,,"Error in JSDT Core during AST creation",1386535643315
error,log,,,"Unexpected runtime error while computing a text hover",1386535643327
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1386535644348
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535658597
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535658906
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535659142
error,log,,,"Unhandled event loop exception",1386535659281
error,log,,,"Unhandled event loop exception",1386535659300
error,log,,,"Unhandled event loop exception",1386535659313
error,log,,,"Unhandled event loop exception",1386535659330
error,log,,,"Unhandled event loop exception",1386535659344
error,log,,,"Unhandled event loop exception",1386535659359
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535659361
error,log,,,"Unhandled event loop exception",1386535661109
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386535661116
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1386535662804
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1386535664441
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535797737
error,log,,,"Error in JSDT Core during AST creation",1386535797741
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386535798359
error,log,,,"Error in JSDT Core during AST creation",1386535798366
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1386536091387
closed,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1386536091387
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386536092623
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386536379943
opened,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1386536382168
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1386536382270
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536382674
error,log,,,"Error in JSDT Core during AST creation",1386536382684
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536385675
error,log,,,"Error in JSDT Core during AST creation",1386536385685
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1386536434195
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1386536434476
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1386536434559
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1386536461805
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536461936
error,log,,,"Error in JSDT Core during AST creation",1386536461945
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1386536508643
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1386536561113
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386536566575
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386536566867
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386536567191
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386536567437
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386536567864
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1386536571172
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386536571288
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386536571290
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1386536571292
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1386536571373
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536571625
error,log,,,"Error in JSDT Core during AST creation",1386536571631
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536573569
error,log,,,"Error in JSDT Core during AST creation",1386536573573
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536575031
error,log,,,"Error in JSDT Core during AST creation",1386536575036
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536575726
error,log,,,"Error in JSDT Core during AST creation",1386536575730
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1386536576570
error,log,,,"Unhandled event loop exception",1386536576753
error,log,,,"Unhandled event loop exception",1386536576773
error,log,,,"Unhandled event loop exception",1386536576788
error,log,,,"Unhandled event loop exception",1386536576803
error,log,,,"Unhandled event loop exception",1386536576818
error,log,,,"Unexpected runtime error while computing a text hover",1386536581390
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1386536589957
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1386536591094
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536616725
error,log,,,"Error in JSDT Core during AST creation",1386536616735
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536618873
error,log,,,"Error in JSDT Core during AST creation",1386536618877
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536621899
error,log,,,"Error in JSDT Core during AST creation",1386536621903
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1386536624073
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386536638916
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386536701383
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536707408
error,log,,,"Error in JSDT Core during AST creation",1386536707412
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536708792
error,log,,,"Error in JSDT Core during AST creation",1386536708802
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1386536712104
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386536714619
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386536783332
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536785971
error,log,,,"Error in JSDT Core during AST creation",1386536785977
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1386536789269
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536791588
error,log,,,"Error in JSDT Core during AST creation",1386536791592
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536793779
error,log,,,"Error in JSDT Core during AST creation",1386536793783
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1386536793974
